Height,DateTime (UTC),Txn,Uncles,Fee Recipient,Fee Recipient Nametag,Gas Limit,Difficulty,Reward,ReorgDepth
19571329,2024-04-02 23:18:59,196,0,0x4675c7e5baafbffbca748158becba61ef3b0a263,MEV Builder: 0x467...263,"30,000,000",0.000 TH,0.01402 ETH,1
19570915,2024-04-02 21:55:47,150,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.02749 ETH,1
19570883,2024-04-02 21:49:11,294,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.0534 ETH,1
19570855,2024-04-02 21:43:23,145,0,0xc3d07a32b57fd277939e7c83f83ff47e3be5cf62,,"30,000,000",0.000 TH,0.01032 ETH,1
19570229,2024-04-02 19:37:11,201,0,0x1f9090aae28b8a3dceadf281b0f12828e676c326,,"30,000,000",0.000 TH,0.05877 ETH,1
19569910,2024-04-02 18:32:59,152,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.10662 ETH,1
19569723,2024-04-02 17:55:11,138,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.02371 ETH,1
19569422,2024-04-02 16:54:23,139,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.03542 ETH,1
19569325,2024-04-02 16:34:35,146,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.05218 ETH,1
19568912,2024-04-02 15:10:59,293,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.16108 ETH,1
19568880,2024-04-02 15:04:23,152,0,0x1f9090aae28b8a3dceadf281b0f12828e676c326,,"30,000,000",0.000 TH,0.07359 ETH,1
19568839,2024-04-02 14:55:59,129,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.02322 ETH,1
19568621,2024-04-02 14:11:35,220,0,0xcd615270ab3a7a3a262a4e49935d002278c76b78,,"30,000,000",0.000 TH,0.04299 ETH,1
19568416,2024-04-02 13:29:59,136,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.03549 ETH,1
19568398,2024-04-02 13:26:11,100,0,0xd70120a23f5b3523f4eb6746b7fbcecbb04e1d3d,,"30,000,000",0.000 TH,0.02803 ETH,1
19568072,2024-04-02 12:19:47,107,0,0x4675c7e5baafbffbca748158becba61ef3b0a263,MEV Builder: 0x467...263,"30,000,000",0.000 TH,0.00667 ETH,1
19567821,2024-04-02 11:28:23,159,0,0xdafea492d9c6733ae3d56b7ed1adb60692c98bc5,Flashbots: Builder,"30,000,000",0.000 TH,0.02965 ETH,1
19567743,2024-04-02 11:12:35,139,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.10061 ETH,1
19566426,2024-04-02 06:46:47,153,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.02401 ETH,1
19566224,2024-04-02 06:05:59,166,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.03146 ETH,1
19565432,2024-04-02 03:26:47,54,0,0x388c818ca8b9251b393131c08a736a67ccb19297,Lido: Execution Layer Rewards Vault,"30,000,000",0.000 TH,0.00085 ETH,1
19564584,2024-04-02 00:35:35,238,0,0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97,Titan Builder,"30,000,000",0.000 TH,0.04258 ETH,1
19563568,2024-04-01 21:10:59,160,0,0x518489f9ed41fc35bcd23407c484f31897067ff0,,"30,000,000",0.000 TH,0.00816 ETH,1
19563070,2024-04-01 19:30:35,301,0,0x067f912da8cbc203bcaec398a3e932dfcb1afa72,,"30,000,000",0.000 TH,0.02682 ETH,1
19563062,2024-04-01 19:28:47,146,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.07409 ETH,1
19562796,2024-04-01 18:34:59,141,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.06005 ETH,1
19562560,2024-04-01 17:47:35,66,0,0xd29cc80ebf1c6de81bf9c8cc6d17bd5c149797a5,,"30,000,000",0.000 TH,0.01642 ETH,1
19562060,2024-04-01 16:06:11,231,0,0x388c818ca8b9251b393131c08a736a67ccb19297,Lido: Execution Layer Rewards Vault,"30,000,000",0.000 TH,0.11706 ETH,1
19561808,2024-04-01 15:15:23,196,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.12639 ETH,1
19561348,2024-04-01 13:42:59,182,0,0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97,Titan Builder,"30,000,000",0.000 TH,0.0469 ETH,1
19561239,2024-04-01 13:20:47,201,0,0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97,Titan Builder,"30,000,000",0.000 TH,0.01903 ETH,1
19560839,2024-04-01 12:00:35,215,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.03771 ETH,1
19560776,2024-04-01 11:47:47,371,0,0x51a1449b3b6d635eddec781cd47a99221712de97,Fee Recipient: 0x51...e97,"30,000,000",0.000 TH,0.01485 ETH,1
19560697,2024-04-01 11:31:47,161,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.02914 ETH,1
19560398,2024-04-01 10:31:35,165,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.02061 ETH,1
19560331,2024-04-01 10:17:59,186,0,0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97,Titan Builder,"30,000,000",0.000 TH,0.09923 ETH,1
19560226,2024-04-01 09:56:23,151,0,0x1f9090aae28b8a3dceadf281b0f12828e676c326,,"30,000,000",0.000 TH,0.03694 ETH,1
19560112,2024-04-01 09:33:11,252,0,0xd4e96ef8eee8678dbff4d535e033ed1a4f7605b7, Rocket Pool Smoothing Pool,"30,000,000",0.000 TH,0.05535 ETH,1
19559667,2024-04-01 08:02:11,179,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.04608 ETH,1
19559663,2024-04-01 08:01:11,184,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.11236 ETH,1
19559545,2024-04-01 07:36:47,143,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.01849 ETH,1
19559112,2024-04-01 06:08:23,146,0,0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97,Titan Builder,"30,000,000",0.000 TH,0.01143 ETH,1
19559081,2024-04-01 06:01:59,220,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.08659 ETH,1
19558770,2024-04-01 04:58:59,122,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.2159 ETH,1
19558576,2024-04-01 04:19:59,304,0,0xebec795c9c8bbd61ffc14a6662944748f299cacf,Fee Recipient: 0xeBe...Acf,"30,000,000",0.000 TH,0.04376 ETH,1
19558489,2024-04-01 04:02:23,160,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.01714 ETH,1
19558252,2024-04-01 03:14:23,234,0,0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97,Titan Builder,"30,000,000",0.000 TH,0.13607 ETH,1
19558220,2024-04-01 03:07:47,204,0,0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97,Titan Builder,"30,000,000",0.000 TH,0.03435 ETH,1
19557594,2024-04-01 01:01:23,156,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.32129 ETH,1
19557370,2024-04-01 00:16:23,140,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.01895 ETH,1
19557220,2024-03-31 23:46:11,161,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.03152 ETH,1
19556897,2024-03-31 22:40:59,140,0,0x388c818ca8b9251b393131c08a736a67ccb19297,Lido: Execution Layer Rewards Vault,"30,000,000",0.000 TH,0.01999 ETH,1
19556809,2024-03-31 22:23:11,221,0,0xe94f1fa4f27d9d288ffea234bb62e1fbc086ca0c,Fee Recipient: 0xE94...A0c,"30,000,000",0.000 TH,0.02151 ETH,1
19556661,2024-03-31 21:53:23,273,0,0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97,Titan Builder,"30,000,000",0.000 TH,0.01777 ETH,1
19556426,2024-03-31 21:05:59,144,0,0x388c818ca8b9251b393131c08a736a67ccb19297,Lido: Execution Layer Rewards Vault,"30,000,000",0.000 TH,0.09485 ETH,1
19555512,2024-03-31 18:01:11,207,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.04787 ETH,1
19555489,2024-03-31 17:56:23,142,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.04409 ETH,1
19555472,2024-03-31 17:52:47,241,0,0x2e95a71630f18856a4b9ce8b3b1567c38525281f,Fee Recipient: 0x2e9...81F,"30,000,000",0.000 TH,0.00907 ETH,1
19555311,2024-03-31 17:20:23,136,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.03698 ETH,1
19555267,2024-03-31 17:11:23,139,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.02042 ETH,1
19555231,2024-03-31 17:03:47,288,0,0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97,Titan Builder,"30,000,000",0.000 TH,0.13695 ETH,1
19555148,2024-03-31 16:46:35,185,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.10225 ETH,1
19555121,2024-03-31 16:40:59,312,0,0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97,Titan Builder,"30,000,000",0.000 TH,0.09899 ETH,1
19554947,2024-03-31 16:05:35,143,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.15181 ETH,1
19554914,2024-03-31 15:58:47,234,0,0x73621d5a32b1c36add7b1b10cad7456a362b2781,,"30,000,000",0.000 TH,0.15326 ETH,1
19554843,2024-03-31 15:44:23,178,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.1447 ETH,1
19554831,2024-03-31 15:41:47,117,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.03107 ETH,1
19554729,2024-03-31 15:20:59,199,0,0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97,Titan Builder,"30,000,000",0.000 TH,0.0544 ETH,1
19554582,2024-03-31 14:51:23,152,0,0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97,Titan Builder,"30,000,000",0.000 TH,0.01519 ETH,1
19554049,2024-03-31 13:03:35,218,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.19493 ETH,1
19553922,2024-03-31 12:37:59,255,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.01591 ETH,1
19553796,2024-03-31 12:12:23,274,0,0xe94f1fa4f27d9d288ffea234bb62e1fbc086ca0c,Fee Recipient: 0xE94...A0c,"30,000,000",0.000 TH,0.02091 ETH,1
19553774,2024-03-31 12:07:47,93,0,0xf455bee0fa6e744830c719344394213c8dff5aa1,,"30,000,000",0.000 TH,0.00569 ETH,1
19553650,2024-03-31 11:42:23,119,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.01478 ETH,1
19553635,2024-03-31 11:39:11,74,0,0xcd615270ab3a7a3a262a4e49935d002278c76b78,,"30,000,000",0.000 TH,0.01182 ETH,1
19553493,2024-03-31 11:10:35,191,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.08249 ETH,1
19553384,2024-03-31 10:48:35,173,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.09054 ETH,1
19553299,2024-03-31 10:31:11,192,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.01543 ETH,1
19553268,2024-03-31 10:24:35,135,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.01334 ETH,1
19553240,2024-03-31 10:18:47,142,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.01493 ETH,1
19553153,2024-03-31 10:00:59,216,0,0x88c6c46ebf353a52bdbab708c23d0c81daa8134a,MEV Builder: 0x88c...34A,"30,000,000",0.000 TH,0.0216 ETH,1
19553031,2024-03-31 09:36:11,191,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.01194 ETH,1
19552815,2024-03-31 08:52:35,123,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.03201 ETH,1
19552495,2024-03-31 07:48:23,70,0,0xcd615270ab3a7a3a262a4e49935d002278c76b78,,"30,000,000",0.000 TH,0.01251 ETH,1
19552364,2024-03-31 07:21:59,147,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.02456 ETH,1
19552149,2024-03-31 06:38:35,180,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.03165 ETH,1
19551915,2024-03-31 05:51:11,250,0,0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97,Titan Builder,"30,000,000",0.000 TH,0.04383 ETH,1
19551521,2024-03-31 04:31:23,142,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.02883 ETH,1
19551221,2024-03-31 03:31:11,178,0,0xdafea492d9c6733ae3d56b7ed1adb60692c98bc5,Flashbots: Builder,"30,000,000",0.000 TH,0.01855 ETH,1
19551167,2024-03-31 03:20:11,182,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.02638 ETH,1
19550914,2024-03-31 02:29:11,254,0,0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97,Titan Builder,"30,000,000",0.000 TH,0.05052 ETH,1
19550828,2024-03-31 02:11:35,151,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.15177 ETH,1
19550797,2024-03-31 02:05:11,147,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.03419 ETH,1
19550636,2024-03-31 01:32:23,187,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.02196 ETH,1
19550436,2024-03-31 00:51:35,141,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.04817 ETH,1
19550425,2024-03-31 00:49:11,160,0,0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97,Titan Builder,"30,000,000",0.000 TH,0.03938 ETH,1
19550376,2024-03-31 00:38:59,60,0,0xb423621fa2e8a9b286a8267adab4e66ed490c60e,,"30,000,000",0.000 TH,0.01112 ETH,1
19550185,2024-03-31 00:00:35,162,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.05836 ETH,1
19549998,2024-03-30 23:22:35,158,0,0xc0b16b40c6079b0a317a2febc062509cdf447f5c,,"30,000,000",0.000 TH,0.05695 ETH,1
19549951,2024-03-30 23:12:59,203,0,0xa119063e54f6724eba3bf0d31e6ecc4119017b40,,"30,000,000",0.000 TH,0.00744 ETH,1
19549485,2024-03-30 21:38:35,203,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.0397 ETH,1
19549015,2024-03-30 20:03:35,268,0,0x66a9b160f6a06f53f23785f069882ee7337180e8,,"30,000,000",0.000 TH,0.02046 ETH,1
19548868,2024-03-30 19:33:59,137,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.04087 ETH,1
19548802,2024-03-30 19:20:35,108,0,0x2194331af2cf9de9adb36cf09654fad65cafb58b,MEV Builder: 0x219...58b,"30,000,000",0.000 TH,0.04697 ETH,1
19548347,2024-03-30 17:48:47,152,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.22039 ETH,1
19548058,2024-03-30 16:49:59,142,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.01437 ETH,1
19548052,2024-03-30 16:48:35,142,0,0x4675c7e5baafbffbca748158becba61ef3b0a263,MEV Builder: 0x467...263,"30,000,000",0.000 TH,0.01108 ETH,1
19547931,2024-03-30 16:24:11,77,0,0x93e45360f7e5b0b85d8e65dae9fa1a6f2af56819,,"30,000,000",0.000 TH,0.01481 ETH,1
19547479,2024-03-30 14:52:11,215,0,0xea7d82ce184571773a7997871a6997cce470b079,,"30,000,000",0.000 TH,0.03551 ETH,1
19547406,2024-03-30 14:36:59,191,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.03971 ETH,1
19547233,2024-03-30 14:02:11,200,0,0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97,Titan Builder,"30,000,000",0.000 TH,0.01931 ETH,1
19546966,2024-03-30 13:08:11,159,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.0251 ETH,1
19546506,2024-03-30 11:35:11,154,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.02791 ETH,1
19546444,2024-03-30 11:22:35,161,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.01999 ETH,1
19546400,2024-03-30 11:13:35,57,0,0xbbc16fa5d1e84ba82c3079add94d3d3796e7239d,,"30,000,000",0.000 TH,0.02036 ETH,1
19546377,2024-03-30 11:08:35,299,0,0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97,Titan Builder,"30,000,000",0.000 TH,0.0569 ETH,1
19546246,2024-03-30 10:42:11,69,0,0x4f2eda0c0c8861637b135d10b22fbcdb1c2cf9ee,,"30,000,000",0.000 TH,0.0136 ETH,1
19546213,2024-03-30 10:35:23,186,0,0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97,Titan Builder,"30,000,000",0.000 TH,0.0122 ETH,1
19546016,2024-03-30 09:55:23,162,0,0x915fa473d1c7c6516671ea77c07ed29b1e7deb22,,"30,000,000",0.000 TH,0.01481 ETH,1
19545952,2024-03-30 09:42:23,163,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.03079 ETH,1
19545780,2024-03-30 09:07:35,191,0,0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97,Titan Builder,"30,000,000",0.000 TH,0.01727 ETH,1
19545732,2024-03-30 08:57:35,131,0,0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97,Titan Builder,"30,000,000",0.000 TH,0.01811 ETH,1
19545676,2024-03-30 08:46:11,307,0,0x89808c49f858b86e80b892506cf11606fb25fcdc,,"30,000,000",0.000 TH,0.0203 ETH,1
19545369,2024-03-30 07:43:47,152,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.0206 ETH,1
19545317,2024-03-30 07:33:11,165,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.02379 ETH,1
19545106,2024-03-30 06:50:11,206,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.06387 ETH,1
19544534,2024-03-30 04:54:47,37,0,0xb5a8acc554fc3203deed23cfd8f5ad1e3caf280f,,"30,000,000",0.000 TH,0.00645 ETH,1
19544155,2024-03-30 03:38:47,137,0,0xdafea492d9c6733ae3d56b7ed1adb60692c98bc5,Flashbots: Builder,"30,000,000",0.000 TH,0.01335 ETH,1
19544046,2024-03-30 03:16:47,241,0,0x88c6c46ebf353a52bdbab708c23d0c81daa8134a,MEV Builder: 0x88c...34A,"30,000,000",0.000 TH,0.0202 ETH,1
19543931,2024-03-30 02:53:23,80,0,0x87393be8ac323f2e63520a6184e5a8a9cc9fc051,,"30,000,000",0.000 TH,0.01203 ETH,1
19543621,2024-03-30 01:50:23,204,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.03946 ETH,1
19543124,2024-03-30 00:10:11,167,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,1.2443 ETH,1
19542672,2024-03-29 22:38:59,112,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.01708 ETH,1
19542434,2024-03-29 21:50:59,169,0,0x88c6c46ebf353a52bdbab708c23d0c81daa8134a,MEV Builder: 0x88c...34A,"30,000,000",0.000 TH,0.01305 ETH,1
19542431,2024-03-29 21:50:11,163,0,0xebec795c9c8bbd61ffc14a6662944748f299cacf,Fee Recipient: 0xeBe...Acf,"30,000,000",0.000 TH,0.01721 ETH,1
19542388,2024-03-29 21:41:23,128,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.15945 ETH,1
19542309,2024-03-29 21:25:11,183,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.06535 ETH,1
19541703,2024-03-29 19:22:23,136,0,0xebec795c9c8bbd61ffc14a6662944748f299cacf,Fee Recipient: 0xeBe...Acf,"30,000,000",0.000 TH,0.02285 ETH,1
19541224,2024-03-29 17:45:23,149,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.02536 ETH,1
19541083,2024-03-29 17:16:59,307,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.06883 ETH,1
19541023,2024-03-29 17:04:47,121,0,0xbd3afb0bb76683ecb4225f9dbc91f998713c3b01,BuildAI.net,"30,000,000",0.000 TH,0.01305 ETH,1
19540921,2024-03-29 16:44:11,279,0,0x2b78035514401ed1592eb691b8673a93edf97470,Fee Recipient: 0x2B7...470,"30,000,000",0.000 TH,0.03221 ETH,1
19540754,2024-03-29 16:09:59,205,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.08863 ETH,1
19540421,2024-03-29 15:02:11,277,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.09351 ETH,1
19540023,2024-03-29 13:41:59,164,0,0x29b5162ca97145dd6b28d400e74503daf4b4c5c0,,"30,000,000",0.000 TH,0.03454 ETH,1
19540012,2024-03-29 13:39:35,152,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.02472 ETH,1
19539993,2024-03-29 13:35:35,221,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.03871 ETH,1
19539353,2024-03-29 11:25:59,244,0,0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97,Titan Builder,"30,000,000",0.000 TH,0.02102 ETH,1
19539327,2024-03-29 11:20:35,383,0,0xdafea492d9c6733ae3d56b7ed1adb60692c98bc5,Flashbots: Builder,"30,000,000",0.000 TH,0.28855 ETH,1
19539175,2024-03-29 10:49:59,181,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.01725 ETH,1
19538921,2024-03-29 09:58:59,238,0,0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97,Titan Builder,"30,000,000",0.000 TH,0.07366 ETH,1
19538593,2024-03-29 08:52:59,243,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.03149 ETH,1
19538471,2024-03-29 08:27:59,208,0,0x88c6c46ebf353a52bdbab708c23d0c81daa8134a,MEV Builder: 0x88c...34A,"30,000,000",0.000 TH,0.02096 ETH,1
19537811,2024-03-29 06:14:59,237,0,0x1f9090aae28b8a3dceadf281b0f12828e676c326,,"30,000,000",0.000 TH,0.02949 ETH,1
19537681,2024-03-29 05:48:47,124,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.06356 ETH,1
19537400,2024-03-29 04:52:23,154,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.02137 ETH,1
19537334,2024-03-29 04:38:59,137,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.0431 ETH,1
19537286,2024-03-29 04:29:11,203,0,0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97,Titan Builder,"30,000,000",0.000 TH,0.05055 ETH,1
19536327,2024-03-29 01:15:47,150,0,0x634316ea0ee79c701c6f67c53a4c54cbafd2316d,Fee Recipient: 0x634...16d,"30,000,000",0.000 TH,0.01304 ETH,1
19536020,2024-03-29 00:13:47,278,0,0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97,Titan Builder,"30,000,000",0.000 TH,0.04632 ETH,1
19534773,2024-03-28 20:02:35,142,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.04152 ETH,1
19534714,2024-03-28 19:50:23,152,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.1343 ETH,1
19534711,2024-03-28 19:49:35,111,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.01731 ETH,1
19534706,2024-03-28 19:48:23,371,0,0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97,Titan Builder,"30,000,000",0.000 TH,0.03801 ETH,1
19534695,2024-03-28 19:45:59,165,0,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,beaverbuild,"30,000,000",0.000 TH,0.032 ETH,1
19534627,2024-03-28 19:31:11,181,0,0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97,Titan Builder,"30,000,000",0.000 TH,0.02515 ETH,1
